kic,TCE_ID,tic,disposition,not_transit,pn,n_plan,period,depth
2712825,002712825-01,137149668,FP,1,1,1,18.38433221,111.0648399
2713086,002713086-01,137149580,FP,1,1,6,295.8779032,3246.940733
2713086,002713086-02,137149580,FP,1,2,6,560.8061912000001,2548.201132
2713086,002713086-03,137149580,FP,1,3,6,380.58459680000004,4501.029082
2713086,002713086-04,137149580,FP,1,4,6,552.4968949,1482.5028630000002
2713086,002713086-05,137149580,FP,1,5,6,256.3162716,627.0729517000001
2713086,002713086-06,137149580,FP,1,6,6,360.25391410000003,2683.1530620000003
2714707,002714707-01,351057215,FP,1,1,2,1.570173475,157.2639589
2714707,002714707-02,351057215,FP,1,2,2,3.491561798,250.91351769999997
2714807,002714807-01,351057101,FP,1,1,2,0.7105727720999999,13.520408499999998
2714807,002714807-02,351057101,FP,1,2,2,145.15541149999999,329.4138273
2714947,002714947-01,351056875,FP,1,1,1,0.968227785,32.22247934
2717483,002717483-01,137635985,FP,1,1,2,2.426126697,181.02604209999998
2717483,002717483-02,137635985,FP,1,2,2,0.8087663865000001,217.5006409
2718321,002718321-01,137685774,FP,1,1,1,358.40614260000007,73.74385387
2718672,002718672-01,137685764,FP,1,1,2,0.9962096903000001,6.329761577999999
2718672,002718672-02,137685764,FP,1,2,2,0.5556167102,3.884326152
2718944,002718944-01,137817133,FP,1,1,1,0.6932247195,8.054816248
2719125,002719125-01,137817100,FP,1,1,2,1.844958501,16.43499747
2719125,002719125-02,137817100,FP,1,2,2,1.8448886080000002,17.84151757
2719755,002719755-01,137891474,FP,1,1,2,330.26299389999997,399.2774119
2719755,002719755-02,137891474,FP,1,2,2,228.26863930000002,346.86086960000006
2719928,002719928-01,137891353,FP,1,1,2,2.095787687,87.6698947
2719928,002719928-02,137891353,FP,1,2,2,146.17120930000002,1140.971411
2720354,002720354-01,137977187,FP,0,1,4,2.821326284,62763.66534
2720354,002720354-02,137977187,FP,1,2,4,1.41069318,843.7056726
2720354,002720354-03,137977187,FP,1,3,4,5.642986122999999,95.99640017
2720354,002720354-04,137977187,FP,1,4,4,242.59863810000002,3198.259565
2720514,002720514-01,137977090,FP,0,1,1,1.371280742,55.13404636
2720582,002720582-01,137977094,FP,1,1,1,0.5319097274,19.91260576
2831091,002831091-01,120571263,FP,1,1,3,217.39707489999998,1265.462275
2831091,002831091-02,120571263,FP,1,2,3,224.528096,698.1913684
2831091,002831091-03,120571263,FP,1,3,3,262.4041586,1344.273013
2831101,002831101-01,120571264,FP,1,1,1,301.17591380000005,268.0710514
2832753,002832753-01,120693819,FP,1,1,3,3.55077832,55.46389433
2832753,002832753-02,120693819,FP,1,2,3,3.551367856,42.55563657
2832753,002832753-03,120693819,FP,1,3,3,175.324633,240.83804269999996
2833554,002833554-01,120824358,FP,1,1,1,1.040106202,14.3211737
2834637,002834637-01,120963166,FP,1,1,1,634.5874149,947.9937392999999
2834805,002834805-01,120971168,PC,0,1,1,25.00325697,66.56456185
2837174,002837174-01,121276977,FP,1,1,1,0.5849732288,22.59327921
2847816,002847816-01,122375481,FP,1,1,2,1.156085434,12.55831905
2847816,002847816-02,122375481,FP,1,2,2,237.4002309,167.14364080000001
2849511,002849511-01,122608044,FP,1,1,1,417.5027865,137.963977
2849805,002849805-01,122682991,PC,0,1,1,3.749095485,180.1978089
2850321,002850321-01,122682848,FP,1,1,1,25.22095073,255.8088227
2852810,002852810-01,137220309,FP,1,1,1,4.754511615,27.65340722
2852941,002852941-01,137220342,PC,0,1,2,2.8949277589999998,45.14642347
2852941,002852941-02,137220342,FP,1,2,2,422.332293,218.0121819
2853280,002853280-01,137220390,FP,1,1,2,1.320976621,36.23898338
2853280,002853280-02,137220390,FP,1,2,2,1.3210008009999998,33.75891227
2853828,002853828-01,137316731,FP,0,1,1,1.077484115,40.43057126
2855603,002855603-01,137485721,FP,1,1,2,0.7581800817000001,12.05827325
2855603,002855603-02,137485721,FP,1,2,2,0.7582241462,54.94505257
2856756,002856756-01,137548524,FP,1,1,1,0.6410677293,13.29932054
2860594,002860594-01,138037268,FP,0,1,2,5.49994391,41663.33176
2860594,002860594-02,138037268,FP,1,2,2,2.749934599,5059.15543
2860793,002860793-01,138037052,FP,0,1,1,2.62980481,113.90665800000001
2860851,002860851-01,138037154,FP,1,1,4,1.196773172,42.14651038
2860851,002860851-02,138037154,FP,1,2,4,69.28277723,489.4871402
2860851,002860851-03,138037154,FP,1,3,4,92.35244604,498.8665357
2860851,002860851-04,138037154,FP,1,4,4,65.09831761,361.05245319999995
2861126,002861126-01,138153649,PC,0,1,1,4.987845388999999,317.3634224
2865774,002865774-01,138714158,FP,1,1,2,208.3775218,193.24067659999997
2865774,002865774-02,138714158,FP,1,2,2,446.80777209999997,188.4730386
2969628,002969628-01,120629437,FP,1,1,2,0.6578200623,9.857281426
2969628,002969628-02,120629437,FP,1,2,2,41.42432854,51.86820098
2969991,002969991-01,120637668,FP,1,1,2,3.409767608,58.21573596
2969991,002969991-02,120637668,FP,1,2,2,3.409470091,11.38161345
2970836,002970836-01,120763380,FP,1,1,1,1.659485242,12.22007798
2972005,002972005-01,120891662,FP,1,1,1,2.7965565430000003,75.45299356
2973386,002973386-01,121084262,PC,0,1,1,31.02103924,900.575414
2975832,002975832-01,121395699,FP,1,1,9,1.627229131,194.48941269999997
2975832,002975832-02,121395699,FP,1,2,9,160.3995826,2525.983056
2975832,002975832-03,121395699,FP,1,3,9,5.8588248,719.4567449
2975832,002975832-04,121395699,FP,1,4,9,390.61796410000005,2246.936162
2975832,002975832-05,121395699,FP,1,5,9,47.80197034,1560.075165
2975832,002975832-06,121395699,FP,1,6,9,53.28521065,1557.202959
2975832,002975832-07,121395699,FP,1,7,9,74.32113504,1472.010511
2975832,002975832-08,121395699,FP,1,8,9,76.12528344,719.6551852000001
2975832,002975832-09,121395699,FP,1,9,9,59.37612965,283.9966888
2983219,002983219-01,122143086,FP,1,1,6,391.8664265,289.3331648
2983219,002983219-02,122143086,FP,1,2,6,362.88406499999996,245.6121285
2983219,002983219-03,122143086,FP,1,3,6,410.71405830000003,260.0068618
2983219,002983219-04,122143086,FP,1,4,6,376.8549591,275.4556188
2983219,002983219-05,122143086,FP,1,5,6,376.111523,265.7593017
2983219,002983219-06,122143086,FP,1,6,6,391.57596939999996,247.82556040000003
2984505,002984505-01,122305231,FP,1,1,2,1.524890991,30.64483964
2984505,002984505-02,122305231,FP,1,2,2,122.1511723,186.7956753
2984632,002984632-01,122305239,FP,1,1,2,1.234368325,13.74231435
2984632,002984632-02,122305239,FP,1,2,2,398.7088352,480.37494389999995
2985022,002985022-01,122375672,FP,1,1,3,0.6561261798,97.90264411
2985022,002985022-02,122375672,FP,1,2,3,0.6561280575,115.2880975
2985022,002985022-03,122375672,FP,1,3,3,1.056519996,135.5945006
2986833,002986833-01,122607543,PC,0,1,1,0.9121700548,137.41602780000002
2987660,002987660-01,122683109,FP,1,1,2,1.117099632,144.0847833
2987660,002987660-02,122683109,FP,1,2,2,3.042126062,180.5361657
2988145,002988145-01,122780962,FP,1,1,3,1.2335378590000001,148.2706747
2988145,002988145-02,122780962,FP,1,2,3,0.8223505569,302.6842494
2988145,002988145-03,122780962,FP,1,3,3,0.6167598746,447.47267980000004
2988964,002988964-01,137095731,FP,1,1,1,2.996313678,20.37361035
2989404,002989404-01,137150039,PC,0,1,2,3.553817108,184.7899722
2989404,002989404-02,137150039,PC,0,2,2,1.678325668,135.61619960000002
2991448,002991448-01,351057756,FP,1,1,1,462.11702760000003,100.1000867
2991460,002991460-01,351058095,FP,1,1,1,0.5474950895,8.58612715
2992648,002992648-01,137485440,FP,1,1,1,1.0773107,19.04888154
2992668,002992668-01,137485625,FP,1,1,3,579.4468067,1178.883853
2992668,002992668-02,137485625,FP,1,2,3,1.2422094479999999,57.56183586
2992668,002992668-03,137485625,FP,1,3,3,528.955148,1328.51089
2993589,002993589-01,137548747,FP,1,1,6,0.5086401522,7.082103172999999
2993589,002993589-02,137548747,FP,1,2,6,9.192722237,342.74596349999996
2993589,002993589-03,137548747,FP,1,3,6,7.3495696829999995,333.8924582
2993589,002993589-04,137548747,FP,1,4,6,4.467160908,61.47508224
2993589,002993589-05,137548747,FP,1,5,6,6.559132817,646.6733473999999
2993589,002993589-06,137548747,FP,1,6,6,9.832893611,346.1865836
2995931,002995931-01,137816462,FP,1,1,4,1.0343009440000002,142.1699111
2995931,002995931-02,137816462,FP,1,2,4,1.0343009220000001,58.79602159
2995931,002995931-03,137816462,FP,1,3,4,2.895067112,682.843419
2995931,002995931-04,137816462,FP,1,4,4,1.010107943,593.0335593
2996903,002996903-01,137976497,FP,1,1,3,434.4903972,2374.3932170000003
2996903,002996903-02,137976497,FP,1,2,3,440.7070409,1919.87692
2996903,002996903-03,137976497,FP,1,3,3,322.06971489999995,1455.212348
2998070,002998070-01,138037577,FP,1,1,10,0.8839704655,50.51726682
2998070,002998070-02,138037577,FP,1,2,10,100.03632059999998,470.4892225
2998070,002998070-03,138037577,FP,1,3,10,55.14384431,131.18757720000002
2998070,002998070-04,138037577,FP,1,4,10,25.9129508,120.3165199
2998070,002998070-05,138037577,FP,1,5,10,24.73783244,37.27139719
2998070,002998070-06,138037577,FP,1,6,10,51.83203354,552.5040841
2998070,002998070-07,138037577,FP,1,7,10,26.13445405,249.43871030000003
2998070,002998070-09,138037577,FP,1,9,10,29.26955574,347.344561
2998070,002998070-10,138037577,FP,1,10,10,23.32885455,269.5288817
2998124,002998124-01,138037456,FP,0,1,2,28.59788082,86948.79116000001
2998124,002998124-02,138037456,FP,1,2,2,28.597892100000003,3002.751009
2998561,002998561-01,138153552,FP,1,1,2,0.5586612492,149.46967880000003
2998561,002998561-02,138153552,FP,1,2,2,0.5586424318,145.5581395
3002336,003002336-01,138568256,FP,1,1,1,0.8318217637,148.2578355
3003224,003003224-01,377870934,FP,1,1,1,0.8016691012,236.3702625
3003992,003003992-01,378014602,FP,0,1,2,7.244838538,49.19302566
3003992,003003992-02,378014602,FP,0,2,2,13.55480254,51.94259202
3097346,003097346-01,120629278,FP,0,1,2,4.029798454,95.99865904
3097912,003097912-01,120637723,FP,1,1,4,0.6905026976,21.02740805
3097912,003097912-02,120637723,FP,1,2,4,0.6905004033,27.75580134
3097912,003097912-03,120637723,FP,1,3,4,0.8370373937000001,84.94816237
3098015,003098015-01,120693449,FP,1,1,3,0.52386771,55.53700287
3098015,003098015-02,120693449,FP,1,2,3,0.5238685459,95.00920693
3098015,003098015-03,120693449,FP,1,3,3,0.7861251091,207.8141876
3098810,003098810-01,120763491,PC,0,1,1,40.80965171,432.2019586
3101178,003101178-01,121084378,PC,0,1,1,59.40340467,128.1213886
3102024,003102024-01,121213274,FP,0,1,2,13.782523499999998,248955.4715
3102024,003102024-02,121213274,FP,1,2,2,13.78253833,176370.0147
3102384,003102384-01,121276638,PC,0,1,1,10.57374849,296.4401713
3109550,003109550-01,122130752,PC,0,1,1,4.87556786,41.27402463
3109825,003109825-01,394246476,FP,1,1,1,306.9418457,851.0892845000001
3109997,003109997-01,394179591,FP,1,1,1,1.661044239,67.46226168
3112242,003112242-01,122375905,FP,1,1,1,683.3090079,184.3344482
3114747,003114747-01,122683574,FP,1,1,1,651.1987138999999,105.9847324
3114811,003114811-01,122780849,PC,0,1,1,11.08957182,148.1196297
3115435,003115435-01,137095385,FP,1,1,6,6.808578044,39.66232534
3115435,003115435-02,137095385,FP,1,2,6,6.810276179,27.74890863
3115435,003115435-04,137095385,FP,1,4,6,3.404388332,24.56655316
3115435,003115435-06,137095385,FP,1,6,6,6.805700011,51.01047715
3116298,003116298-01,137150249,FP,1,1,2,1.45730903,133.8190122
3116298,003116298-02,137150249,FP,1,2,2,413.9713045,196.8008383
3116544,003116544-01,137150448,FP,1,1,1,405.85004269999996,467.2758602
3119250,003119250-01,137349659,FP,1,1,3,349.5333638,434.10961889999993
3119250,003119250-02,137349659,FP,1,2,3,448.50212580000004,694.6774293999999
3119250,003119250-03,137349659,FP,1,3,3,366.2944834,860.1246014000001
3119256,003119256-01,137349557,FP,0,1,6,4.142443231000001,63.71016403
3119256,003119256-02,137349557,FP,1,2,6,1.75043954,26.90713439
3119256,003119256-03,137349557,FP,1,3,6,1.750792355,19.09192437
3119256,003119256-06,137349557,FP,1,6,6,9.328479011,70.42272562
3119604,003119604-01,137485200,FP,1,1,1,1.5746884630000002,18.60451677
3120057,003120057-01,137549037,FP,1,1,3,2.508042111,144.8953355
3120057,003120057-02,137549037,FP,1,2,3,0.62698556,101.8959266
3120057,003120057-03,137549037,FP,1,3,3,0.836008222,137.6980698
3120320,003120320-01,137549183,FP,0,1,2,10.26561261,150458.6445
3120320,003120320-02,137549183,FP,1,2,2,10.26561485,13791.1782
3120650,003120650-01,137549073,FP,1,1,7,2.105462328,24.63505228
3120650,003120650-02,137549073,FP,1,2,7,2.105407266,2.348236314
3120650,003120650-03,137549073,FP,1,3,7,128.7076253,131.495891
3120650,003120650-04,137549073,FP,1,4,7,2.105255196,21.11305057
3120650,003120650-05,137549073,FP,1,5,7,225.2104606,148.8690977
3120650,003120650-06,137549073,FP,1,6,7,205.2567122,200.1279131
3120650,003120650-07,137549073,FP,1,7,7,54.14370876,183.0297869
3120904,003120904-01,137635103,PC,0,1,1,42.91363095,153.9967791
3122188,003122188-01,137816135,FP,1,1,10,1.5198408890000001,28.02716674
3122188,003122188-02,137816135,FP,1,2,10,102.17443730000001,406.68072
3122188,003122188-04,137816135,FP,1,4,10,10.70505049,214.07409730000003
3122188,003122188-05,137816135,FP,1,5,10,26.10591673,284.71313849999996
3122188,003122188-06,137816135,FP,1,6,10,89.26103924,405.071862
3122188,003122188-08,137816135,FP,1,8,10,47.75039369,319.3180405
3122188,003122188-09,137816135,FP,1,9,10,42.38828593,333.25825299999997
3122188,003122188-10,137816135,FP,1,10,10,51.93251302,238.3991804
3122872,003122872-01,137892347,PC,0,1,1,96.8186515,190.56902419999997
3123138,003123138-01,137892315,FP,1,1,7,0.9781034162000001,1.470253506
3123138,003123138-02,137892315,FP,1,2,7,0.9782912037,38.50248842
3123138,003123138-03,137892315,FP,1,3,7,26.34712302,198.4946122
3123138,003123138-04,137892315,FP,1,4,7,23.17336796,317.5459282
3123138,003123138-05,137892315,FP,1,5,7,13.31481964,163.097644
3123138,003123138-06,137892315,FP,1,6,7,19.18245997,99.08312023
3123138,003123138-07,137892315,FP,1,7,7,27.2992881,148.47042030000003
3124511,003124511-01,138037989,FP,1,1,1,382.841934,98.59907483
3128488,003128488-01,138568631,FP,1,1,7,324.9583037,651.5526914
3128488,003128488-02,138568631,FP,1,2,7,694.0369413999999,1238.201901
3128488,003128488-03,138568631,FP,1,3,7,284.07098030000003,680.830029
3128488,003128488-04,138568631,FP,1,4,7,510.7267496,438.42578669999995
3128488,003128488-05,138568631,FP,1,5,7,664.4244957999999,550.2536623999999
3128488,003128488-06,138568631,FP,1,6,7,601.9899015999999,838.8174792
3128488,003128488-07,138568631,FP,1,7,7,513.1129033,806.2764951
3128853,003128853-01,138648476,FP,1,1,1,3.509120497,161.390314
3129238,003129238-01,138713796,PC,0,1,3,2.008759695,114.4714043
3129238,003129238-02,138713796,FP,1,2,3,450.5365448,677.0598406
3129238,003129238-03,138713796,FP,1,3,3,296.213101,470.7700972
3216518,003216518-01,120571705,FP,1,1,1,0.9976100595,55.46376336
3217554,003217554-01,120693310,FP,1,1,2,0.7223010115999999,285.5154394
3217554,003217554-02,120693310,FP,1,2,2,0.7222939167,328.2718264
3218637,003218637-01,120891910,FP,1,1,6,0.5038184002,17.69123434
3218637,003218637-02,120891910,FP,1,2,6,0.6853355679,26.11568734
3218637,003218637-03,120891910,FP,1,3,6,205.4696101,3778.974011
3218637,003218637-04,120891910,FP,1,4,6,78.93023899,2700.2003670000004
3218637,003218637-05,120891910,FP,1,5,6,61.71315694,3112.158297
3218637,003218637-06,120891910,FP,1,6,6,245.8634051,64.37481523
3219256,003219256-01,120962639,FP,1,1,1,0.5355718818,57.02565502
3219623,003219623-01,120971762,FP,1,1,1,405.86256549999996,511.7040018
3221077,003221077-01,121213519,FP,1,1,1,0.8394834455,44.63421622
3222104,003222104-01,121325651,FP,1,1,4,0.7880774837000001,9.994212528e-05
3222104,003222104-02,121325651,FP,1,2,4,5.311619723,130.5186613
3222104,003222104-03,121325651,FP,1,3,4,33.95947837,201.9776992
3222104,003222104-04,121325651,FP,1,4,4,4.619142105,84.44557723
3222183,003222183-01,121325629,FP,1,1,3,2.05736898,15.5194185
3222183,003222183-02,121325629,FP,1,2,3,179.20232119999997,151.3146406
3222183,003222183-03,121325629,FP,1,3,3,2.057443432,21.62764239
3228825,003228825-01,394179260,FP,0,1,2,0.7309685484,24.05771044
3228825,003228825-02,394179260,FP,1,2,2,465.6814355,1008.480181
3229028,003229028-01,394179406,FP,0,1,1,0.7309335551,20.51107482
3230227,003230227-01,122224576,FP,0,1,2,7.047106918,67029.14065
3230227,003230227-02,122224576,FP,1,2,2,7.0469973470000005,108.06430759999999
3230578,003230578-01,122304820,FP,0,1,4,6.337612527,1760.743676
3230578,003230578-02,122304820,FP,1,2,4,6.33765839,159.0057949
3230578,003230578-03,122304820,FP,1,3,4,6.337452876,92.15753659
3230578,003230578-04,122304820,FP,1,4,4,6.3372479770000005,51.21373072
3230787,003230787-01,122304887,FP,0,1,1,17.73402062,185934.9817
3230884,003230884-01,122376250,FP,1,1,1,0.5524362138000001,5.985476247
3231406,003231406-01,122451156,FP,1,1,3,0.5153179082,469.74246320000003
3231406,003231406-02,122451156,FP,1,2,3,0.5153206118,393.94528360000004
3231406,003231406-03,122451156,FP,1,3,3,0.5154902931,285.9449385
3233302,003233302-01,122683638,FP,1,1,2,2.123633758,24.6418038
3233302,003233302-02,122683638,FP,1,2,2,2.123344945,18.13521993
3234139,003234139-01,137095222,FP,1,1,3,522.7513885,75.13426348
3234139,003234139-02,137095222,FP,1,2,3,369.8978128,427.6451623
3234139,003234139-03,137095222,FP,1,3,3,638.9554517000001,303.6468515
3236385,003236385-01,351058805,FP,1,1,1,8.495141199999999,46.85376011
3238010,003238010-01,137484920,FP,1,1,1,6.823517001,26.38449136
3238073,003238073-01,137484980,FP,1,1,3,2.202243764,142.1735834
3238073,003238073-02,137484980,FP,1,2,3,134.7072102,0.054542351610000005
3238073,003238073-03,137484980,FP,1,3,3,0.7340753417,121.2795124
3238787,003238787-01,137634717,FP,1,1,10,1.198378978,28.88664307
3238787,003238787-02,137634717,FP,1,2,10,158.1360742,277.88119389999997
3238787,003238787-03,137634717,FP,1,3,10,81.29764808,322.6416501
3238787,003238787-04,137634717,FP,1,4,10,81.30822242,484.2872169
3238787,003238787-05,137634717,FP,1,5,10,105.85726609999999,0.6009283845000001
3238787,003238787-06,137634717,FP,1,6,10,46.53081998,422.5050876
3238787,003238787-07,137634717,FP,1,7,10,43.61402347,186.18696540000002
3238787,003238787-08,137634717,FP,1,8,10,76.19830959999999,352.5440162
3238787,003238787-09,137634717,FP,1,9,10,43.19489929,255.123211
3238787,003238787-10,137634717,FP,1,10,10,348.1194997,291.52425120000004
3239926,003239926-01,137686852,FP,1,1,1,0.9697835323999999,21.96779403
3240159,003240159-01,137815780,FP,0,1,1,82.1375997,208619.246
3240231,003240231-01,137815949,FP,1,1,1,0.6829921496,52.62223293
3240406,003240406-01,137815717,FP,1,1,1,0.9341439272,8.659957582999999
3240556,003240556-01,137815946,FP,1,1,3,0.6556287046,51.32752123
3240556,003240556-02,137815946,FP,1,2,3,0.6556572883,63.17085901
3240556,003240556-03,137815946,FP,1,3,3,0.6556453914,41.22331228
3241199,003241199-01,137975885,FP,1,1,2,0.5961682235,527.8898633
3241199,003241199-02,137975885,FP,1,2,2,0.5961670004999999,444.482283
3241581,003241581-01,137975961,FP,1,1,1,503.91307130000007,102.81271459999999
3241619,003241619-01,137975907,FP,0,1,2,1.7033360730000002,507513.9077
3241619,003241619-02,137975907,FP,1,2,2,1.703347739,37659.93686
3245420,003245420-01,138481438,FP,1,1,1,0.7995424095999999,86.95738147
3245638,003245638-01,138568872,FP,1,1,2,1.4176381359999999,9988.287098
3245638,003245638-02,138568872,FP,1,2,2,1.4176184090000001,12136.506870000001
3246083,003246083-01,138568670,FP,1,1,7,1.339081832,42.7171831
3246083,003246083-02,138568670,FP,1,2,7,255.23460079999998,755.8742621
3246083,003246083-03,138568670,FP,1,3,7,122.1571615,441.66315319999995
3246083,003246083-04,138568670,FP,1,4,7,51.59621423,497.90165360000003
